id,type,frame,magnitude,map,path
zea_nian_maingun,hardpointbarrel,,0.5,normal,graphics/maps/weapon_normals/kol_niangun_hardpoint_recoil_normal.png
zea_mazuma_s,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_mazuma_s_base_normal.png
zea_mazuma_s,turret,,0.5,normal,graphics/maps/weapon_normals/kol_mazuma_s_base_normal.png
zea_mazuma_m,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_mazuma_m_base_normal.png
zea_mazuma_m,turret,,0.5,normal,graphics/maps/weapon_normals/kol_mazuma_m_base_normal.png
zea_hosta_l,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_hosta_l_base_normal.png
zea_hosta_l,turret,,0.5,normal,graphics/maps/weapon_normals/kol_hosta_l_base_normal.png
zea_hosta_m,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_hosta_m_base_normal.png
zea_hosta_m,turret,,0.5,normal,graphics/maps/weapon_normals/kol_hosta_m_base_normal.png
zea_hosta_s,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_hosta_s_base_normal.png
zea_hosta_s,turret,,0.5,normal,graphics/maps/weapon_normals/kol_hosta_s_base_normal.png
zea_myoga_driver,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_ultravelocity_driver_normal.png
zea_myoga_driver,turret,,0.5,normal,graphics/maps/weapon_normals/kol_ultravelocity_driver_normal.png
zea_nanten_l,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_nanten_l_base_normal.png
zea_nanten_l,turret,,0.5,normal,graphics/maps/weapon_normals/kol_nanten_l_base_normal.png
zea_nanten_s,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_nanten_s_base_normal.png
zea_nanten_s,turret,,0.5,normal,graphics/maps/weapon_normals/kol_nanten_s_base_normal.png
zea_plasma_chaingun,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_plasma_chaingun_base_normal.png
zea_plasma_chaingun,hardpointbarrel,,0.5,normal,graphics/maps/weapon_normals/kol_plasma_chaingun_recoil_normal.png
zea_plasma_chaingun,turret,,0.5,normal,graphics/maps/weapon_normals/kol_plasma_chaingun_base_normal.png
zea_plasma_chaingun,turretbarrel,,0.5,normal,graphics/maps/weapon_normals/kol_plasma_chaingun_recoil_normal.png
zea_styrax_driver,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_fancyrail_hardpoint_base_normal.png
zea_styrax_driver,turret,,0.5,normal,graphics/maps/weapon_normals/kol_fancyrail_turret_base_normal.png
zea_thermal_cannon,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_cannonL_normal.png
zea_thermal_cannon,turret,,0.5,normal,graphics/maps/weapon_normals/kol_cannonL_normal.png
kol_buckler_amm,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_amm2_s_hardpoint_normal.png
kol_buckler_amm,turret,,0.5,normal,graphics/maps/weapon_normals/kol_amm2_s_turret_normal.png
kol_drian,hardpoint,,0.5,normal,graphics/maps/weapon_normals/kol_drian_s_hardpoint_normal.png
kol_drian,turret,,0.5,normal,graphics/maps/weapon_normals/kol_drian_s_turret_normal.png
,,,,,
#its all decossss,,,,,
kol_pusherplate_lt_but_cute,hardpoint,,0.5,normal,graphics/maps/weapon_normals/decorative/kol_pusherplate_lt_but_cute_normal.png
kol_pusherplate_lt_but_cute,turret,,0.5,normal,graphics/maps/weapon_normals/decorative/kol_pusherplate_lt_but_cute_normal.png
kol_pusherplate_lt_but_slightly_smaller_seriously_its_just_like_2_pixels_lol,hardpoint,,0.5,normal,graphics/maps/weapon_normals/decorative/kol_pusherplate_lt_but_slightly_smaller_seriously_its_just_like_2_pixels_lol_normal.png
kol_pusherplate_lt_but_slightly_smaller_seriously_its_just_like_2_pixels_lol,turret,,0.5,normal,graphics/maps/weapon_normals/decorative/kol_pusherplate_lt_but_slightly_smaller_seriously_its_just_like_2_pixels_lol_normal.png
zea_deco_dawn_engL,hardpoint,,0.5,normal,graphics/maps/weapon_normals/decos/zea_dawn_engL_normal.png
zea_deco_dawn_engL,turret,,0.5,normal,graphics/maps/weapon_normals/decos/zea_dawn_engL_normal.png
zea_deco_dawn_engM,hardpoint,,0.5,normal,graphics/maps/weapon_normals/decos/zea_dawn_engM_normal.png
zea_deco_dawn_engM,turret,,0.5,normal,graphics/maps/weapon_normals/decos/zea_dawn_engM_normal.png
zea_deco_edf_engL,hardpoint,,0.5,normal,graphics/maps/weapon_normals/decos/zea_deco_edf_engL_normal.png
zea_deco_edf_engL,turret,,0.5,normal,graphics/maps/weapon_normals/decos/zea_deco_edf_engL_normal.png
zea_deco_edf_engL2,hardpoint,,0.5,normal,graphics/maps/weapon_normals/decos/zea_deco_edf_engL2_normal.png
zea_deco_edf_engL2,turret,,0.5,normal,graphics/maps/weapon_normals/decos/zea_deco_edf_engL2_normal.png
zea_deco_edf_engS,hardpoint,,0.5,normal,graphics/maps/weapon_normals/decos/zea_deco_edf_engS_normal.png
zea_deco_edf_engS,turret,,0.5,normal,graphics/maps/weapon_normals/decos/zea_deco_edf_engS_normal.png
zea_deco_edf_wani_ml,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_wani_ml_normal.png
zea_deco_edf_wani_ml,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_wani_ml_normal.png
zea_deco_edf_wani_mr,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_wani_mr_normal.png
zea_deco_edf_wani_mr,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_wani_mr_normal.png
kol_deco_snowdrop_tl,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/kol_deco_snowdrop_tl_normal.png
kol_deco_snowdrop_tl,turret,,0.5,normal,graphics/maps/ship_normals/decos/kol_deco_snowdrop_tl_normal.png
kol_deco_snowdrop_tr,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/kol_deco_snowdrop_tr_normal.png
kol_deco_snowdrop_tr,turret,,0.5,normal,graphics/maps/ship_normals/decos/kol_deco_snowdrop_tr_normal.png
,,,,,
,,,,,
#can you hear,,,,,
zea_edf_tamamo,ship,,0.5,normal,graphics/maps/ship_normals/zea_edf_tamamo_normal.png
zea_edf_kitsunebi,ship,,0.5,normal,graphics/maps/ship_normals/fighters/zea_edf_kitsunebi_normal.png
,,,,,
zea_deco_edf_tamamo_ml,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_tamamo_ml_normal.png
zea_deco_edf_tamamo_ml,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_tamamo_ml_normal.png
zea_deco_edf_tamamo_mr,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_tamamo_mr_normal.png
zea_deco_edf_tamamo_mr,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_tamamo_mr_normal.png
,,,0.5,,
zea_boss_amaterasu,ship,,0.5,normal,graphics/maps/ship_normals/zea_boss_amaterasu_normal.png
,,,,,
zea_deco_edf_amaterasu_front,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_amaterasu_front_normal.png
zea_deco_edf_amaterasu_front,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_amaterasu_front_normal.png
zea_deco_edf_amaterasu_lights,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_amaterasu_lights_normal.png
zea_deco_edf_amaterasu_lights,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_amaterasu_lights_normal.png
zea_deco_edf_amaterasu_l,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_amaterasu_l_normal.png
zea_deco_edf_amaterasu_l,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_amaterasu_l_normal.png
zea_deco_edf_amaterasu_r,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_amaterasu_r_normal.png
zea_deco_edf_amaterasu_r,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_amaterasu_r_normal.png
,,,,,
zea_boss_corruptingheart,ship,,0.5,normal,graphics/maps/ship_normals/zea_boss_corruptingheart_normal.png
,,,,,
zea_deco_edf_corruptingheart_l,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_corruptingheart_l_normal.png
zea_deco_edf_corruptingheart_l,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_corruptingheart_l_normal.png
zea_deco_edf_corruptingheart_r,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_corruptingheart_r_normal.png
zea_deco_edf_corruptingheart_r,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_edf_corruptingheart_r_normal.png
,,,0.5,,
zea_boss_ninaya,ship,,0.5,normal,graphics/maps/ship_normals/zea_boss_ninaya_normal.png
,,,,,
zea_deco_boss_ninaya_bridge,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_boss_ninaya_bridge_normal.png
zea_deco_boss_ninaya_bridge,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_boss_ninaya_bridge_normal.png
zea_deco_boss_ninaya_front,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_boss_ninaya_front_normal.png
zea_deco_boss_ninaya_front,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_boss_ninaya_front_normal.png
,,,,,
zea_boss_nineveh,ship,,0.5,normal,graphics/maps/ship_normals/zea_boss_nineveh_normal.png
zea_boss_ninmah,ship,,0.5,normal,graphics/maps/ship_normals/zea_boss_ninmah_normal.png
zea_boss_yukionna,ship,,0.5,normal,graphics/maps/ship_normals/zea_boss_yukionna_normal.png
,,,,,
zea_dusk_ayakashi,ship,,0.5,normal,graphics/maps/ship_normals/zea_dusk_ayakashi_normal.png
zea_dusk_funayurei,ship,,0.5,normal,graphics/maps/ship_normals/zea_dusk_funayurei_normal.png
,,,,,
zea_dusk_hashihime,ship,,0.5,normal,graphics/maps/ship_normals/zea_dusk_hashihime_normal.png
,,,,,
zea_deco_dusk_hashihime_front,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_front_normal.png
zea_deco_dusk_hashihime_front,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_front_normal.png
zea_deco_dusk_hashihime_ml,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_ml_normal.png
zea_deco_dusk_hashihime_ml,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_ml_normal.png
zea_deco_dusk_hashihime_mr,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_mr_normal.png
zea_deco_dusk_hashihime_mr,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_mr_normal.png
zea_deco_dusk_hashihime_tl,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_tl_normal.png
zea_deco_dusk_hashihime_tl,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_tl_normal.png
zea_deco_dusk_hashihime_tr,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_tr_normal.png
zea_deco_dusk_hashihime_tr,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_hashihime_tr_normal.png
,,,,,
zea_dusk_ikiryo,ship,,0.5,normal,graphics/maps/ship_normals/zea_dusk_ikiryo_normal.png
,,,,,
zea_deco_dusk_ikiryo_tl,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_ikiryo_tl_normal.png
zea_deco_dusk_ikiryo_tl,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_ikiryo_tl_normal.png
zea_deco_dusk_ikiryo_tr,hardpoint,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_ikiryo_tr_normal.png
zea_deco_dusk_ikiryo_tr,turret,,0.5,normal,graphics/maps/ship_normals/decos/zea_deco_dusk_ikiryo_tr_normal.png
,,,,,
zea_dusk_furaribi,ship,,0.5,normal,graphics/maps/ship_normals/zea_dusk_furaribi_normal.png
zea_dusk_onryo,ship,,0.5,normal,graphics/maps/ship_normals/zea_dusk_onryo_normal.png
zea_dusk_shiryo,ship,,0.5,normal,graphics/maps/ship_normals/zea_dusk_shiryo_normal.png
zea_dusk_onibi,ship,,0.5,normal,graphics/maps/ship_normals/zea_dusk_onibi_normal.png
zea_edf_kiyohime,ship,,0.5,normal,graphics/maps/ship_normals/zea_edf_kiyohime_normal.png
zea_edf_mizuchi,ship,,0.5,normal,graphics/maps/ship_normals/zea_edf_mizuchi_normal.png
zea_edf_ryujin,ship,,0.5,normal,graphics/maps/ship_normals/zea_edf_ryujin_normal.png
zea_edf_seiryu,ship,,0.5,normal,graphics/maps/ship_normals/zea_edf_seiryu_normal.png
zea_edf_suzaku,ship,,0.5,normal,graphics/maps/ship_normals/zea_edf_suzaku_normal.png
zea_edf_wani,ship,,0.5,normal,graphics/maps/ship_normals/zea_edf_wani_normal.png
,,,,,
zea_boss_nian,ship,,0.5,normal,graphics/maps/ship_normals/zea_boss_nian_normal.png
,,,,,
zea_dawn_ao,ship,,0.5,normal,graphics/maps/ship_normals/zea_dawn_ao_normal.png
zea_dawn_bixi,ship,,0.5,normal,graphics/maps/ship_normals/zea_dawn_bixi_normal.png
zea_dawn_linggui,ship,,0.5,normal,graphics/maps/ship_normals/zea_dawn_linggui_normal.png
zea_dawn_lushu,ship,,0.5,normal,graphics/maps/ship_normals/zea_dawn_lushu_normal.png
zea_dawn_qilin,ship,,0.5,normal,graphics/maps/ship_normals/zea_dawn_qilin_normal.png
zea_dawn_tianma,ship,,0.5,normal,graphics/maps/ship_normals/zea_dawn_tianma_normal.png
zea_dawn_xuangui,ship,,0.5,normal,graphics/maps/ship_normals/zea_dawn_xuangui_normal.png
,,,,,
zea_dawn_chiwen,ship,,0.5,normal,graphics/maps/ship_normals/fighters/zea_dawn_chiwen_normal.png
zea_edf_shachi,ship,,0.5,normal,graphics/maps/ship_normals/fighters/zea_edf_shachi_normal.png
zea_edf_shachihoko,ship,,0.5,normal,graphics/maps/ship_normals/fighters/zea_edf_shachihoko_normal.png
zea_edf_kokakucho,ship,,0.5,normal,graphics/maps/ship_normals//fighters/zea_edf_kokakucho_normal.png
zea_edf_onmoraki,ship,,0.5,normal,graphics/maps/ship_normals/fighters/zea_edf_onmoraki_normal.png
zea_edf_itsumade,ship,,0.5,normal,graphics/maps/ship_normals/fighters/zea_edf_itsumade_normal.png
,,,,,
#we have gun too you know,,,,,
kol_bricole,hardpoint,,0.5,normal,graphics/maps/weapon_normals/zea_edf_arbalest_hardpoint_base_normal.png
kol_bricole,hardpointbarrel,,0.5,normal,graphics/maps/weapon_normals/zea_edf_arbalest_hardpoint_recoil_normal.png
kol_bricole,turret,,0.5,normal,graphics/maps/weapon_normals/zea_edf_arbalest_turret_base_normal.png
kol_bricole,turretbarrel,,0.5,normal,graphics/maps/weapon_normals/zea_edf_arbalest_turret_recoil_normal.png
